vin,county,city,state,postal_code,model_year,make,model,electric_vehicle_type,cafv_eligibility,electric_range,base_msrp,legislative_district,dol_vehicle_id,vehicle_location,electric_utility,census_tract
1FADP3R49J,Whitman,Pullman,WA,99163,2018,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100,0,9,179159186,POINT (-117.1770648 46.7329687),AVISTA CORP,53075000601
5YJSA1AC5D,King,Sammamish,WA,98074,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,219508838,POINT (-122.0430602 47.6259676),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316
1FMCU0KZ0M,Whatcom,Bellingham,WA,98226,2021,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,40,176430446,POINT (-122.464218 48.79135),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000804
2C4RC1N70N,King,Woodinville,WA,98072,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,45,202053183,POINT (-122.1368031 47.7621254),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032327
WA13ABGE5L,Snohomish,Mukilteo,WA,98275,2020,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218,0,21,128687177,POINT (-122.29943 47.912654),PUGET SOUND ENERGY INC,53061042005
YV4H60DP6N,Stevens,Colville,WA,99114,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,7,200576071,POINT (-117.885418 48.541035),AVISTA CORP,53065950300
WVWKR7AU1J,King,Seattle,WA,98107,2018,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,36,108839083,POINT (-122.3788863 47.6702397),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004702
KNDPU3AF5P,King,Redmond,WA,98052,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,48,261468644,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803
1G1RH6E49C,Clark,Vancouver,WA,98661,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,49,124648527,POINT (-122.6238365 45.6456491),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041110
WBY1Z2C53F,King,Woodinville,WA,98072,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,45,195337789,POINT (-122.1368031 47.7621254),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906
1G1RF6E42C,Whatcom,Bellingham,WA,98229,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,40,143782593,POINT (-122.442974 48.729016),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000803
1FADP3R44E,King,Seattle,WA,98112,2014,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,43,298313060,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007600
5YJXCDE46G,King,Seattle,WA,98121,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,36,348345868,POINT (-122.345422 47.6162381),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201
1G1RC6E43D,Whatcom,Ferndale,WA,98248,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,42,215794470,POINT (-122.6079697 48.8545942),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010505
KM8JBDA28P,Snohomish,Bothell,WA,98012,2023,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,44,251082296,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052006
5YJXCDE48K,Snohomish,Bothell,WA,98012,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,1,219474433,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052009
1G6RR1E46E,Snohomish,Stanwood,WA,98292,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,10,115946064,POINT (-122.326873 48.2144825),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053400
KMHC85LH9H,Snohomish,Bothell,WA,98021,2017,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,124,0,1,475017091,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051914
5YJRE1A14B,Snohomish,Brier,WA,98036,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,109000,1,160902584,POINT (-122.287143 47.812199),PUGET SOUND ENERGY INC,53061051913
1G6RS1E46E,Whatcom,Bellingham,WA,98226,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,42,336083583,POINT (-122.464218 48.79135),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000202
WA13ABGEXM,Lewis,Morton,WA,98356,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218,0,20,142854680,POINT (-122.2823903 46.557793),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,53041971900
KM8S6DA20N,Thurston,Olympia,WA,98501,2022,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31,0,35,196537897,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011722
1G1RA6S50G,Grays Harbor,Hoquiam,WA,98550,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,24,199957481,POINT (-123.8899971 46.9927726),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027001500
537LS7D40C,King,Seattle,WA,98108,2012,AZURE DYNAMICS,TRANSIT CONNECT ELECTRIC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,56,0,11,151659966,POINT (-122.3173531 47.5484673),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010900
2C4RC1H7XL,Whatcom,Bellingham,WA,98226,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,42,120398302,POINT (-122.464218 48.79135),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000203
5YJXCDE41H,Skamania,Underwood,WA,98651,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,14,245107341,POINT (-121.548538 45.741078),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,53059950400
YV4H600Z5N,King,Seattle,WA,98116,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,34,202294865,POINT (-122.395519 47.572137),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009802
1FTZR0812X,Pierce,Graham,WA,98338,1999,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,74,0,2,215121742,POINT (-122.2894997 47.0293015),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073116
2C4RC1N77M,Whatcom,Bellingham,WA,98225,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,42,148353992,POINT (-122.48838 48.740767),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000201
1G6RM1E48E,Kitsap,Bainbridge Island,WA,98110,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,23,117898252,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090901
1G1RE6E45E,Snohomish,Everett,WA,98201,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,38,123105692,POINT (-122.2032447 47.9845088),PUGET SOUND ENERGY INC,53061040800
1G6RP1E46E,Spokane,Newman Lake,WA,99025,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,4,181207883,POINT (-117.075672 47.736783),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010102
JA3215H46G,Whatcom,Bellingham,WA,98226,2016,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,62,0,42,174283742,POINT (-122.464218 48.79135),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000101
JHMZC5F14L,Snohomish,Everett,WA,98208,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,21,123291850,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041606
1FAHP3R43C,Franklin,Pasco,WA,99301,2012,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,16,217324929,POINT (-119.1429639 46.2546529),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020403
1G1RE6E45D,Snohomish,Snohomish,WA,98290,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,39,175612265,POINT (-122.0483457 47.9435765),PUGET SOUND ENERGY INC,53061052206
2C4RC1H79K,Snohomish,Bothell,WA,98021,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,1,316900251,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051937
2T3YL4DV4C,San Juan,Friday Harbor,WA,98250,2012,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103,0,40,151573453,POINT (-123.0679454 48.5327669),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960302
KL8CK6S09F,Whatcom,Bellingham,WA,98226,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,42,478328448,POINT (-122.464218 48.79135),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010701
WBY8P8C01L,King,Federal Way,WA,98023,2020,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,30,260797953,POINT (-122.3581348 47.3097552),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030201
JA4T5WA95R,Pierce,Tacoma,WA,98406,2024,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,27,261103111,POINT (-122.498503 47.262687),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060700
1G1RD6E41B,Snohomish,Monroe,WA,98272,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,39,108619885,POINT (-121.968385 47.854897),PUGET SOUND ENERGY INC,53061052203
JA4T5VA93R,King,Sammamish,WA,98029,2024,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,5,261929412,POINT (-122.0209893 47.5632565),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032223
KM8K23AG4L,Island,Langley,WA,98260,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,10,142045634,POINT (-122.4401957 48.0192938),PUGET SOUND ENERGY INC,53029971900
KNDPYDDH6R,Pierce,Tacoma,WA,98402,2024,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,27,262708533,POINT (-122.4408459 47.2499623),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060200
